Date,Campaign_Platform,Campaign_Type,Ad_Spend_USD,Clicks,Impressions,Conversions,Revenue_USD,Target_Audience,SEO_Keyword,SEO_Search_Volume,SEO_Difficulty
2024-04-11,TikTok,Performance/ROAS,482.3,4338,16612,9,530.4,Working Professionals,easy goal setting,32274,4.1
2024-03-21,Instagram,Performance/ROAS,411.72,2752,10967,6,675.46,Students,mobile finance solutions,7671,4.7
2024-06-15,Google Search,Performance/ROAS,142.49,1944,39702,15,33.27,Gen Z,easy goal setting,36200,3.8
2024-11-08,Instagram,App Install,134.97,3755,33774,8,0.0,Millennials,mobile finance solutions,5670,4.1
2024-09-27,TikTok,App Install,67.89,2473,15455,12,0.0,Gen Z,free habit tracker,20926,4.6
2024-12-09,Instagram,Brand Awareness,438.4,1237,13402,9,755.67,Working Professionals,best budget planning app,21297,3.6
2024-10-26,Google Search,Performance/ROAS,259.5,4934,14836,14,461.87,Working Professionals,best budget planning app,46959,3.6
2024-05-06,Facebook,Brand Awareness,312.27,1010,39145,13,989.36,Gen Z,free habit tracker,40629,2.9
2024-04-21,Facebook,Performance/ROAS,133.94,4537,21690,11,448.79,Working Professionals,top rated productivity app,39201,3.1
2024-08-09,Google Search,Brand Awareness,225.85,1309,13213,8,527.83,Working Professionals,free habit tracker,26059,1.8
2024-12-24,Facebook,Performance/ROAS,296.06,3525,35626,9,933.94,Gen Z,free habit tracker,18266,2.4
2024-12-23,TikTok,App Install,219.84,4205,37513,11,0.0,Working Professionals,mobile finance solutions,30058,3.3
2024-09-01,Google Search,Performance/ROAS,482.23,2379,49796,15,264.38,Millennials,secure investment tracker,44243,4.0
2024-06-02,Google Search,App Install,130.33,2439,29154,12,0.0,Gen Z,top rated productivity app,7903,4.2
2024-04-13,Google Search,App Install,442.75,1466,34091,10,0.0,Students,best budget planning app,33636,1.9
2024-11-17,Facebook,Re-engagement,104.16,1047,35753,10,881.68,Gen Z,best budget planning app,11203,1.0
2024-06-01,Google Search,Re-engagement,59.6,4494,40530,11,699.52,Working Professionals,top rated productivity app,14932,0.6
2024-07-10,Instagram,Brand Awareness,306.33,3647,18901,8,896.55,Working Professionals,free habit tracker,45458,3.7
2024-01-12,Facebook,Performance/ROAS,411.7,1140,41370,11,284.08,Students,secure investment tracker,10447,4.5
2024-07-18,Google Search,Performance/ROAS,27.24,4858,15487,11,155.41,Gen Z,secure investment tracker,34362,4.6
2024-04-26,Facebook,Brand Awareness,121.69,4605,15978,10,188.95,Millennials,best budget planning app,14794,1.4
2024-01-27,TikTok,Performance/ROAS,36.5,2154,35408,9,657.13,Gen Z,secure investment tracker,40282,1.7
2024-08-25,TikTok,Performance/ROAS,187.5,2560,5840,11,683.24,Gen Z,secure investment tracker,8023,3.9
2024-02-16,Google Search,Performance/ROAS,439.54,2761,7135,7,418.32,Millennials,easy goal setting,18734,4.0
2024-10-01,Facebook,Performance/ROAS,57.71,437,31408,9,578.68,Working Professionals,secure investment tracker,10280,2.4
2024-05-31,Google Search,Performance/ROAS,184.79,1163,35939,11,212.43,Millennials,top rated productivity app,37223,3.6
2024-08-18,Facebook,Re-engagement,181.47,4144,9679,13,121.04,Students,mobile finance solutions,45451,3.6
2024-10-15,Google Search,Performance/ROAS,43.49,162,22259,5,708.39,Working Professionals,mobile finance solutions,18796,4.3
2024-03-26,Instagram,Performance/ROAS,268.43,904,21644,11,155.26,Millennials,mobile finance solutions,27265,1.2
2024-05-03,Google Search,Performance/ROAS,471.85,185,47398,13,495.76,Millennials,secure investment tracker,36912,3.9
2024-04-28,Google Search,App Install,337.14,2321,43462,9,0.0,Gen Z,top rated productivity app,40122,2.4
2024-08-06,Facebook,App Install,7.82,3997,41073,8,0.0,Gen Z,best budget planning app,45558,1.1
2024-10-19,Instagram,App Install,495.21,2457,40098,8,0.0,Millennials,top rated productivity app,8030,1.0
2024-04-05,Instagram,Re-engagement,308.77,3658,32363,10,806.47,Students,best budget planning app,33234,1.1
2024-07-13,Google Search,Performance/ROAS,142.05,2983,45526,10,626.61,Gen Z,mobile finance solutions,26101,0.9
2024-03-12,Google Search,Performance/ROAS,482.12,3460,27815,10,266.09,Gen Z,mobile finance solutions,18263,2.5
2024-06-11,Google Search,Performance/ROAS,287.66,1427,13464,7,467.79,Gen Z,easy goal setting,30399,4.7
2024-01-09,Facebook,App Install,295.66,4240,36520,7,0.0,Working Professionals,best budget planning app,32618,4.1
2024-04-06,Google Search,Performance/ROAS,170.04,2379,29993,13,581.11,Millennials,secure investment tracker,13124,4.8
2024-01-12,Facebook,Performance/ROAS,220.01,3902,36577,6,468.61,Working Professionals,secure investment tracker,18043,4.5
2024-04-20,Google Search,Performance/ROAS,101.59,256,36115,15,924.98,Working Professionals,easy goal setting,45259,4.0
2024-11-11,Facebook,App Install,161.27,889,42147,8,0.0,Working Professionals,secure investment tracker,36311,4.6
2024-07-21,Facebook,App Install,181.3,3905,26378,10,0.0,Students,free habit tracker,37518,0.6
2024-02-05,Facebook,Performance/ROAS,337.13,1058,1327,9,617.67,Working Professionals,easy goal setting,29633,4.0
2024-05-19,Facebook,Performance/ROAS,96.45,419,1950,9,709.45,Millennials,best budget planning app,36258,4.9
2024-03-20,Instagram,Performance/ROAS,449.46,3092,36313,6,810.05,Millennials,mobile finance solutions,29757,3.5
2024-02-12,Facebook,App Install,394.51,4911,22574,12,0.0,Millennials,secure investment tracker,7075,2.8
2024-12-13,TikTok,App Install,53.88,2051,34063,8,0.0,Millennials,secure investment tracker,7494,1.2
2024-09-30,Google Search,Performance/ROAS,124.47,1942,11680,14,376.91,Working Professionals,top rated productivity app,10271,2.8
2024-01-22,Google Search,Performance/ROAS,246.49,1968,43281,8,791.94,Millennials,free habit tracker,6156,1.9
2024-07-01,Facebook,Re-engagement,253.32,1901,28190,14,760.54,Millennials,easy goal setting,41142,3.6
2024-05-08,Google Search,Re-engagement,244.77,3301,28132,12,821.47,Working Professionals,secure investment tracker,506,4.5
2024-05-19,Facebook,Performance/ROAS,36.45,3313,37211,6,29.78,Students,best budget planning app,35939,0.9
2024-04-15,Facebook,App Install,274.63,4363,31616,14,0.0,Working Professionals,free habit tracker,34875,4.8
2024-10-27,Google Search,Performance/ROAS,435.75,754,14909,9,286.4,Gen Z,secure investment tracker,8758,2.6
2024-04-02,Google Search,Brand Awareness,358.34,4345,30025,12,577.29,Gen Z,top rated productivity app,37500,3.6
2024-05-06,Facebook,Re-engagement,376.67,3040,37337,11,202.49,Working Professionals,secure investment tracker,14645,2.0
2024-07-24,Google Search,App Install,394.09,2370,40669,12,0.0,Students,top rated productivity app,5419,4.6
2024-06-15,Facebook,Brand Awareness,91.55,1774,18540,5,408.28,Working Professionals,mobile finance solutions,17229,2.0
2024-06-18,Facebook,Performance/ROAS,369.68,3937,46773,7,22.96,Working Professionals,mobile finance solutions,6021,0.7
2024-11-06,TikTok,Brand Awareness,137.57,4969,35493,13,467.19,Working Professionals,mobile finance solutions,32961,2.4
2024-01-11,Facebook,Performance/ROAS,209.35,3126,3830,11,456.21,Gen Z,secure investment tracker,3392,3.2
2024-12-17,TikTok,Performance/ROAS,340.94,2002,27461,12,0.8,Working Professionals,mobile finance solutions,18188,3.8
2024-04-26,Google Search,App Install,94.22,975,4515,11,0.0,Students,top rated productivity app,38197,4.9
2024-12-07,Instagram,Performance/ROAS,223.74,4974,42557,10,955.36,Gen Z,secure investment tracker,35141,4.3
2024-11-13,Google Search,Performance/ROAS,234.44,3816,7228,12,347.74,Gen Z,secure investment tracker,35980,2.8
2024-08-11,Instagram,App Install,293.61,3709,9456,11,0.0,Working Professionals,top rated productivity app,46664,3.1
2024-07-27,Facebook,Performance/ROAS,480.83,2911,32918,6,304.55,Students,top rated productivity app,44533,3.3
2024-05-22,Google Search,App Install,417.55,4693,30436,15,0.0,Working Professionals,best budget planning app,44010,2.4
2024-08-25,Facebook,Performance/ROAS,429.43,4754,12042,9,264.17,Students,best budget planning app,29865,3.0
2024-03-09,Facebook,Brand Awareness,164.04,925,30738,14,684.03,Working Professionals,best budget planning app,42062,2.4
2024-08-05,Facebook,Re-engagement,364.9,4118,10565,10,783.65,Students,top rated productivity app,37395,1.3
2024-07-31,Facebook,Performance/ROAS,444.43,3587,40994,5,577.53,Gen Z,top rated productivity app,9469,1.8
2024-05-02,Google Search,App Install,109.46,770,39237,14,0.0,Millennials,free habit tracker,1278,0.7
2024-07-27,Facebook,Re-engagement,99.45,737,25183,13,913.03,Working Professionals,best budget planning app,20858,1.6
2024-10-18,Google Search,Performance/ROAS,331.35,3665,27429,12,960.89,Millennials,top rated productivity app,48336,3.9
2024-02-24,Facebook,Performance/ROAS,10.02,888,45104,6,95.79,Gen Z,top rated productivity app,4224,0.9
2024-05-06,Facebook,Re-engagement,123.11,1324,5893,15,705.21,Working Professionals,best budget planning app,23809,1.0
2024-03-20,Google Search,Brand Awareness,62.08,4451,40380,10,441.13,Millennials,mobile finance solutions,43184,3.5
2024-05-16,TikTok,Performance/ROAS,134.89,2913,33237,15,837.73,Gen Z,top rated productivity app,25470,3.8
2024-10-01,Facebook,Performance/ROAS,100.44,1477,45826,8,812.48,Working Professionals,free habit tracker,5438,4.6
2024-10-22,Instagram,Performance/ROAS,219.83,3296,9136,7,465.48,Working Professionals,easy goal setting,48584,0.8
2024-01-28,Google Search,Performance/ROAS,182.7,1646,38709,13,203.16,Working Professionals,top rated productivity app,2931,3.0
2024-03-31,Instagram,App Install,85.97,2846,24635,13,0.0,Gen Z,secure investment tracker,48063,1.7
2024-11-25,Instagram,Performance/ROAS,219.21,277,45787,14,203.6,Gen Z,mobile finance solutions,46566,3.7
2024-10-10,Facebook,Performance/ROAS,47.55,4767,25784,13,828.62,Millennials,mobile finance solutions,2343,0.5
2024-08-01,Facebook,Performance/ROAS,178.89,2593,24877,12,815.85,Working Professionals,mobile finance solutions,36501,3.5
2024-07-14,TikTok,Performance/ROAS,122.04,3315,25364,11,475.3,Students,best budget planning app,45770,2.5
2024-07-15,Facebook,Performance/ROAS,204.2,3041,35496,11,137.13,Students,top rated productivity app,45272,0.5
2024-11-07,Google Search,Re-engagement,405.75,3604,7473,6,290.4,Working Professionals,secure investment tracker,49535,4.5
2024-07-29,Facebook,Re-engagement,148.53,2219,17436,14,616.84,Millennials,secure investment tracker,7438,4.4
2024-06-07,Instagram,Brand Awareness,180.15,1891,44160,11,14.69,Millennials,free habit tracker,45105,3.9
2024-04-08,TikTok,App Install,174.37,3616,16980,10,0.0,Working Professionals,free habit tracker,49515,2.5
2024-06-28,Google Search,Brand Awareness,70.39,2191,40028,12,431.13,Working Professionals,free habit tracker,47838,2.6
2024-06-07,Facebook,App Install,347.39,2913,20135,12,0.0,Millennials,mobile finance solutions,36175,2.7
2024-08-02,Google Search,Performance/ROAS,486.93,978,15894,9,776.8,Millennials,easy goal setting,34152,3.5
2024-06-16,Facebook,Performance/ROAS,491.54,2441,27450,12,819.11,Students,best budget planning app,9379,2.5
2024-10-02,Google Search,Performance/ROAS,66.74,833,16399,9,17.83,Students,mobile finance solutions,13126,3.1
2024-03-19,Facebook,App Install,9.96,3798,45260,8,0.0,Students,free habit tracker,14694,2.6
2024-07-03,Google Search,Re-engagement,274.89,3853,43135,6,291.55,Gen Z,mobile finance solutions,36608,2.2
2024-06-07,Instagram,Performance/ROAS,478.24,3950,43857,9,822.0,Millennials,best budget planning app,11296,4.8
2024-06-03,Google Search,Performance/ROAS,67.28,2604,13449,11,430.28,Working Professionals,secure investment tracker,23437,4.0
2024-06-09,Instagram,Brand Awareness,433.24,75,34521,9,681.0,Working Professionals,free habit tracker,11503,1.7
2024-05-01,Google Search,App Install,19.81,1069,30794,10,0.0,Students,top rated productivity app,45054,3.7
2024-02-17,Google Search,Performance/ROAS,390.49,2019,49537,12,821.9,Working Professionals,mobile finance solutions,10415,2.1
2024-10-24,Facebook,Performance/ROAS,197.72,2027,48101,9,943.96,Working Professionals,easy goal setting,44947,3.7
2024-02-04,Google Search,Performance/ROAS,282.25,2959,30328,5,530.49,Working Professionals,easy goal setting,30839,1.1
2024-03-12,TikTok,Performance/ROAS,369.81,4297,14620,6,43.55,Working Professionals,secure investment tracker,48947,0.9
2024-03-21,Google Search,Brand Awareness,56.66,4785,40200,9,328.98,Students,easy goal setting,16717,3.4
2024-03-27,TikTok,Performance/ROAS,70.52,2455,17618,8,209.2,Millennials,easy goal setting,37320,2.0
2024-05-11,Instagram,App Install,110.12,2617,28313,10,0.0,Working Professionals,mobile finance solutions,5730,3.4
2024-12-16,Google Search,Re-engagement,427.64,3203,4835,10,314.19,Students,top rated productivity app,15919,1.3
2024-07-08,Facebook,Re-engagement,156.06,3780,45794,11,40.92,Students,easy goal setting,10265,1.0
2024-08-19,Instagram,Performance/ROAS,175.06,4725,31414,11,323.87,Students,best budget planning app,28498,1.1
2024-01-07,TikTok,Performance/ROAS,440.56,4971,21272,3,51.328,Students,easy goal setting,32791,3.0
2024-06-30,Facebook,Re-engagement,105.69,3093,39891,7,532.44,Millennials,easy goal setting,41846,1.5
2024-06-16,Google Search,Re-engagement,436.43,433,5130,13,484.76,Students,best budget planning app,33953,2.6
2024-12-19,Google Search,Re-engagement,275.53,2907,28411,6,218.75,Gen Z,secure investment tracker,44536,3.0
2024-09-29,Facebook,Performance/ROAS,5.15,2401,18423,15,974.46,Students,best budget planning app,15298,4.3
2024-11-02,Facebook,Re-engagement,20.7,3470,9637,8,772.12,Gen Z,best budget planning app,9443,4.4
2024-01-10,Google Search,Performance/ROAS,446.52,4503,18561,11,710.35,Working Professionals,secure investment tracker,38080,0.9
2024-12-18,Google Search,Performance/ROAS,107.3,4308,44565,15,387.43,Gen Z,easy goal setting,44071,4.4
2024-07-13,Google Search,App Install,393.88,2178,6469,16,0.0,Students,best budget planning app,33097,3.2
2024-09-25,Facebook,Performance/ROAS,308.17,2765,8725,9,850.97,Millennials,secure investment tracker,35823,4.5
2024-11-15,TikTok,App Install,216.69,3842,25251,8,0.0,Millennials,free habit tracker,44339,2.9
2024-07-05,Facebook,App Install,32.11,551,36800,9,0.0,Students,easy goal setting,17210,3.1
2024-07-04,Google Search,Brand Awareness,367.85,3273,22788,13,759.9,Students,free habit tracker,18888,2.2
2024-03-13,Google Search,Performance/ROAS,490.81,202,39315,10,948.01,Working Professionals,top rated productivity app,9246,2.8
2024-10-10,Google Search,App Install,294.75,3552,30242,7,0.0,Millennials,free habit tracker,3025,3.5
2024-03-09,Google Search,App Install,87.68,3235,1079,17,0.0,Students,easy goal setting,35960,3.2
2024-07-04,TikTok,Re-engagement,105.9,4531,49003,13,19.31,Millennials,easy goal setting,40696,4.0
2024-10-05,Instagram,Performance/ROAS,184.22,1705,45397,6,42.44,Students,easy goal setting,41455,0.9
2024-08-25,Google Search,App Install,65.05,4227,49033,10,0.0,Gen Z,mobile finance solutions,13307,2.0
2024-10-15,Facebook,App Install,286.87,667,35142,9,0.0,Gen Z,easy goal setting,38584,4.1
2024-07-07,Facebook,Re-engagement,95.44,334,13625,11,485.6,Gen Z,mobile finance solutions,6508,2.4
2024-08-26,Facebook,App Install,133.02,2909,13946,9,0.0,Working Professionals,secure investment tracker,9838,4.2
2024-11-21,Facebook,Performance/ROAS,253.1,4093,16856,11,866.07,Working Professionals,best budget planning app,13994,2.8
2024-12-10,Facebook,Brand Awareness,130.67,1400,15180,9,451.1,Millennials,secure investment tracker,19084,3.2
2024-03-08,Facebook,Re-engagement,397.42,1673,37988,8,90.17,Working Professionals,free habit tracker,22922,3.2
2024-01-16,Facebook,Performance/ROAS,248.15,2422,16009,14,542.36,Gen Z,easy goal setting,36460,0.6
2024-12-13,Google Search,App Install,395.63,3745,24243,14,0.0,Millennials,top rated productivity app,10556,1.6
2024-03-12,Facebook,App Install,169.02,1021,17415,11,0.0,Gen Z,secure investment tracker,33915,1.0
2024-07-17,Facebook,Performance/ROAS,6.48,517,11810,7,844.31,Gen Z,free habit tracker,30665,1.0
2024-05-16,Google Search,Brand Awareness,391.28,2284,10321,11,965.65,Millennials,free habit tracker,38591,2.8
2024-08-09,Instagram,Performance/ROAS,258.73,785,43641,8,843.68,Gen Z,secure investment tracker,42932,4.2
2024-07-27,Facebook,Performance/ROAS,413.68,4081,18472,6,769.53,Working Professionals,easy goal setting,39756,2.7
2024-11-20,Instagram,Brand Awareness,448.38,2309,11194,2,88.849,Gen Z,best budget planning app,18476,0.8
2024-07-13,Facebook,App Install,186.72,4991,45342,7,0.0,Working Professionals,secure investment tracker,7360,4.2
2024-12-09,Facebook,Performance/ROAS,373.12,3343,11236,8,200.98,Students,best budget planning app,8387,1.6
2024-04-17,Instagram,Performance/ROAS,89.71,1741,13586,12,839.31,Gen Z,top rated productivity app,9350,4.9
2024-11-17,Facebook,Performance/ROAS,205.56,1708,42254,12,828.75,Gen Z,mobile finance solutions,14547,4.1
2024-04-30,TikTok,Performance/ROAS,143.31,4599,34035,9,155.82,Students,best budget planning app,28322,3.3
2024-02-24,Google Search,Brand Awareness,432.71,1424,585,11,625.65,Students,top rated productivity app,30793,2.8
2024-10-21,Google Search,App Install,324.13,3032,44422,9,0.0,Students,secure investment tracker,10889,2.0
2024-11-24,TikTok,App Install,383.28,1759,5374,5,0.0,Students,mobile finance solutions,4668,4.0
2024-07-13,Instagram,Performance/ROAS,499.75,769,32727,12,268.69,Students,mobile finance solutions,34665,1.3
2024-10-31,TikTok,Performance/ROAS,471.94,1069,42432,13,530.02,Millennials,easy goal setting,35849,3.2
2024-12-15,Google Search,Performance/ROAS,335.99,2663,46895,13,62.18,Students,best budget planning app,48231,3.8
2024-02-14,Google Search,Performance/ROAS,89.38,880,13039,8,384.17,Gen Z,secure investment tracker,35004,2.2
2024-05-11,Google Search,Performance/ROAS,276.6,4311,6049,10,819.18,Gen Z,easy goal setting,42322,3.7
2024-01-26,Facebook,Performance/ROAS,489.54,4893,6446,9,164.28,Students,free habit tracker,4819,0.7
2024-11-29,Facebook,Performance/ROAS,213.19,4979,46801,10,611.77,Working Professionals,best budget planning app,549,4.4
2024-11-27,Instagram,Performance/ROAS,252.44,2066,32573,10,815.0,Working Professionals,mobile finance solutions,19086,1.1
2024-08-16,TikTok,Performance/ROAS,436.55,973,42291,8,673.95,Students,secure investment tracker,33748,2.7
2024-02-24,Google Search,Re-engagement,169.69,2300,17795,14,592.18,Students,free habit tracker,32218,3.9
2024-07-10,Facebook,Brand Awareness,311.44,3940,44972,5,867.93,Millennials,secure investment tracker,45418,4.8
2024-09-07,Facebook,Performance/ROAS,422.56,240,26979,15,525.33,Working Professionals,easy goal setting,9453,4.4
2024-03-09,Facebook,Re-engagement,245.96,3295,7711,8,201.35,Millennials,easy goal setting,33701,0.8
2024-09-04,Facebook,Performance/ROAS,340.0,319,47893,7,845.92,Millennials,easy goal setting,44127,4.2
2024-11-28,Google Search,Re-engagement,350.99,4872,47666,10,264.55,Gen Z,best budget planning app,46053,2.8
2024-11-10,Facebook,Re-engagement,476.65,3919,32569,9,710.71,Working Professionals,mobile finance solutions,47884,2.9
2024-03-17,Facebook,App Install,326.49,2271,9251,4,0.0,Students,secure investment tracker,23167,3.7
2024-11-17,Google Search,App Install,331.82,976,31907,8,0.0,Students,mobile finance solutions,28202,3.4
2024-09-08,Facebook,Performance/ROAS,39.96,3531,6452,14,76.71,Working Professionals,secure investment tracker,39245,3.8
2024-10-20,Google Search,Performance/ROAS,57.65,2446,28544,9,603.92,Millennials,best budget planning app,13374,1.8
2024-08-16,Facebook,Performance/ROAS,336.16,718,17479,11,338.05,Gen Z,mobile finance solutions,25517,2.9
2024-01-05,Google Search,Performance/ROAS,466.54,1184,45839,10,299.35,Gen Z,free habit tracker,41802,4.2
2024-10-05,Facebook,Performance/ROAS,11.48,1504,43789,9,246.16,Gen Z,free habit tracker,33663,3.0
2024-12-07,Instagram,Brand Awareness,427.18,2876,47709,13,502.21,Gen Z,secure investment tracker,26168,2.9
2024-09-20,Google Search,Brand Awareness,435.06,1483,15024,10,654.38,Gen Z,easy goal setting,3564,3.1
2024-09-17,TikTok,Re-engagement,333.9,4322,6521,17,732.79,Students,secure investment tracker,34776,1.7
2024-05-26,Facebook,Performance/ROAS,499.16,4369,579,10,530.41,Gen Z,secure investment tracker,24150,3.7
2024-01-28,Google Search,Re-engagement,481.8,4443,15651,8,745.6,Students,top rated productivity app,29325,2.1
2024-05-25,Google Search,App Install,343.39,1369,18278,14,0.0,Gen Z,easy goal setting,5643,1.0
2024-03-30,Google Search,Performance/ROAS,291.15,3694,48752,14,15.62,Millennials,free habit tracker,21352,2.3
2024-12-22,Google Search,Performance/ROAS,61.53,524,15874,12,148.3,Millennials,best budget planning app,740,4.1
2024-04-04,Google Search,Brand Awareness,54.69,896,30454,16,878.64,Working Professionals,secure investment tracker,4138,3.5
2024-04-20,Facebook,App Install,180.1,1657,5359,11,0.0,Working Professionals,top rated productivity app,22195,3.0
2024-10-25,Facebook,Performance/ROAS,119.18,1147,33215,12,792.77,Working Professionals,top rated productivity app,34353,1.8
2024-11-26,Instagram,Re-engagement,137.47,1864,33720,4,6.291,Students,free habit tracker,7309,3.2
2024-09-16,Facebook,Brand Awareness,269.86,4740,13725,15,962.53,Students,easy goal setting,14798,4.2
2024-01-13,Facebook,Brand Awareness,34.32,806,5164,12,885.09,Gen Z,easy goal setting,26122,4.0
2024-05-22,TikTok,Re-engagement,499.74,4984,9896,13,19.87,Students,free habit tracker,27950,1.7
2024-08-08,Facebook,Performance/ROAS,327.51,2235,10518,13,913.4,Working Professionals,easy goal setting,25372,3.2
2024-02-19,Google Search,Re-engagement,242.48,3834,34875,3,27.047000000000004,Working Professionals,secure investment tracker,36637,1.1
2024-01-16,Instagram,Performance/ROAS,243.06,1754,8139,11,781.58,Gen Z,best budget planning app,39565,1.6
2024-03-19,Instagram,Re-engagement,278.87,2303,9387,7,878.35,Students,secure investment tracker,26179,2.2
2024-08-01,Google Search,Re-engagement,468.26,825,30344,7,347.62,Gen Z,best budget planning app,20224,4.6
2024-12-04,Facebook,Performance/ROAS,142.37,2810,41625,14,95.64,Millennials,easy goal setting,1479,3.6
2024-05-31,Facebook,App Install,455.59,4408,23107,7,0.0,Millennials,best budget planning app,6879,4.6
2024-09-30,Google Search,App Install,277.06,3811,33923,9,0.0,Students,top rated productivity app,29969,5.0
2024-09-24,Facebook,App Install,192.01,3977,19216,8,0.0,Working Professionals,easy goal setting,28456,3.9
2024-03-19,Facebook,Re-engagement,250.07,1006,4949,11,963.6,Students,easy goal setting,6468,2.2
2024-01-05,Instagram,Re-engagement,354.68,3339,47742,8,257.35,Millennials,free habit tracker,40742,4.9
2024-02-10,Facebook,Performance/ROAS,177.04,2201,21754,9,126.66,Students,secure investment tracker,17845,0.8
2024-02-20,TikTok,Performance/ROAS,422.75,940,22533,10,190.74,Millennials,free habit tracker,24854,2.1
2024-05-25,Facebook,Re-engagement,430.53,4772,29654,6,432.53,Working Professionals,secure investment tracker,41500,3.6
2024-06-26,Google Search,Brand Awareness,241.6,2996,10185,10,12.3,Gen Z,secure investment tracker,32922,1.9
2024-08-05,Facebook,Re-engagement,456.85,3608,24646,6,472.82,Working Professionals,mobile finance solutions,15113,2.7
2024-11-02,Google Search,Performance/ROAS,32.01,1739,24096,9,59.25,Gen Z,mobile finance solutions,7506,4.6
2024-12-12,Facebook,Re-engagement,182.8,1842,26424,9,811.89,Gen Z,secure investment tracker,11246,4.0
2024-06-22,Google Search,Re-engagement,26.27,3468,19780,8,526.54,Millennials,easy goal setting,30636,1.7
2024-10-03,Google Search,Re-engagement,182.5,2711,26135,12,838.62,Students,secure investment tracker,40519,0.8
2024-12-06,Facebook,Performance/ROAS,174.06,4687,29824,14,377.21,Working Professionals,secure investment tracker,48917,3.1
2024-06-29,Facebook,Performance/ROAS,184.41,1780,25756,12,820.23,Students,top rated productivity app,19756,4.3
2024-05-29,Facebook,Performance/ROAS,460.19,4804,39080,13,113.66,Gen Z,mobile finance solutions,34987,3.6
2024-12-23,Google Search,Performance/ROAS,446.15,2598,5883,11,464.99,Gen Z,mobile finance solutions,31995,3.7
2024-09-22,Instagram,Brand Awareness,399.96,2964,7381,6,104.34,Students,free habit tracker,32064,2.4
2024-08-27,Instagram,App Install,162.13,4063,19671,9,0.0,Gen Z,top rated productivity app,39636,1.0
2024-07-08,Google Search,Re-engagement,157.57,1720,28293,8,820.5,Gen Z,mobile finance solutions,14503,4.4
2024-02-22,Google Search,Re-engagement,205.52,3306,8176,11,510.58,Working Professionals,top rated productivity app,45671,1.6
2024-03-10,Instagram,Performance/ROAS,277.72,473,18320,10,611.12,Students,best budget planning app,12984,2.6
2024-07-31,Google Search,App Install,95.97,309,41973,14,0.0,Working Professionals,easy goal setting,2748,4.9
2024-10-06,Instagram,Performance/ROAS,408.02,229,48603,12,45.16,Students,easy goal setting,48169,4.2
2024-12-18,Google Search,Re-engagement,498.72,4397,4253,6,153.84,Millennials,easy goal setting,40806,4.8
2024-06-21,TikTok,App Install,65.36,723,4769,12,0.0,Millennials,easy goal setting,28726,2.6
2024-08-07,Facebook,App Install,151.16,3927,12169,12,0.0,Students,free habit tracker,22666,4.8
2024-06-08,Facebook,App Install,254.62,4690,40401,7,0.0,Working Professionals,free habit tracker,22940,4.8
2024-11-18,Google Search,App Install,239.98,156,32131,13,0.0,Gen Z,mobile finance solutions,1343,4.0
2024-12-21,Facebook,App Install,64.59,4968,26255,4,0.0,Millennials,secure investment tracker,17541,0.6
2024-12-05,Facebook,Performance/ROAS,215.21,684,6661,6,426.62,Students,secure investment tracker,34976,1.6
2024-10-24,Instagram,Re-engagement,217.0,4001,43989,17,478.08,Gen Z,mobile finance solutions,12055,2.4
2024-11-22,Google Search,Re-engagement,205.6,4229,41698,13,317.76,Working Professionals,secure investment tracker,45947,1.4
2024-08-23,Facebook,App Install,289.11,412,46003,9,0.0,Working Professionals,best budget planning app,12553,0.7
2024-04-07,Google Search,Performance/ROAS,296.81,892,33338,4,89.356,Millennials,top rated productivity app,37724,4.5
2024-07-24,Google Search,App Install,102.47,3040,1422,9,0.0,Students,best budget planning app,40951,2.4
2024-08-13,TikTok,App Install,394.32,1063,22451,10,0.0,Students,secure investment tracker,49583,4.1
2024-08-01,Google Search,App Install,368.34,4064,15325,6,0.0,Gen Z,mobile finance solutions,4532,1.1
2024-08-11,Google Search,Re-engagement,85.59,3207,10578,11,214.65,Millennials,mobile finance solutions,28971,2.8
2024-07-21,Google Search,Performance/ROAS,353.92,3433,3958,7,347.87,Gen Z,secure investment tracker,5384,1.5
2024-10-01,Facebook,Performance/ROAS,155.56,2553,16273,13,929.24,Working Professionals,mobile finance solutions,35101,1.7
2024-08-19,Google Search,App Install,298.86,4555,6880,13,0.0,Students,mobile finance solutions,9102,2.6
2024-09-30,TikTok,Re-engagement,96.93,3669,18192,9,246.68,Gen Z,free habit tracker,36444,1.4
2024-08-29,Google Search,App Install,417.5,64,40542,5,0.0,Working Professionals,top rated productivity app,22193,1.9
2024-08-21,Google Search,Performance/ROAS,170.0,668,15357,15,784.14,Students,easy goal setting,7916,1.1
2024-03-08,Google Search,Performance/ROAS,425.95,3493,12576,4,10.992,Working Professionals,top rated productivity app,43076,2.2
2024-01-18,Facebook,Brand Awareness,377.21,4612,20377,14,397.33,Gen Z,secure investment tracker,23049,4.3
2024-12-12,Facebook,App Install,422.29,1512,38408,3,0.0,Millennials,mobile finance solutions,33825,1.7
2024-07-03,TikTok,Performance/ROAS,304.03,524,40930,11,101.47,Working Professionals,mobile finance solutions,23770,4.0
2024-01-15,Facebook,Performance/ROAS,331.47,4500,7435,12,141.06,Working Professionals,free habit tracker,16631,4.2
2024-12-06,Google Search,Re-engagement,179.32,872,38802,6,974.68,Working Professionals,free habit tracker,30985,3.9
